ICSD Code,Formula,Chemical Formula,Space Group,Validation Status,Measurement Conditions,Compound Class,Year,Journal,GII,Failure Mode,Disorder Type
259698,Ni1 O1,Ni1 O1,F m -3 m,Borderline,Ambient,Oxide,2016.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.0703,,pure
259699,Ni1 O1,Ni1 O1,F m -3 m,Validated,Ambient,Oxide,2016.0,"Physica B: Condensed Matter (Amsterdam, Netherlands)",0.0458,,pure
259812,Ni1 O1,Ni1 O1,F m -3 m,Borderline,Ambient,Oxide,2016.0,RSC Advances,0.0618,,pure
646099,Ni1 O1,Ni1 O1,F m -3 m,Validated,Ambient,Oxide,,,0.0417,,pure
77650,O1 Pd1,O1 Pd1,F m -3 m,Failed,Ambient,Oxide,1989.0,Journal of the Less-Common Metals,0.8298,Type6_Anomaly,pure
77682,O1 Sm1,O1 Sm1,F m -3 m,Failed,Ambient,Oxide,1956.0,Journal of the American Chemical Society,0.0796,Type6_Anomaly,pure
647451,O1 Sm1,O1 Sm1,F m -3 m,Validated,Ambient,Oxide,1953.0,Journal of the American Chemical Society,0.026,,pure
19987,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,2020.0,Solid State Ionics,0.1886,Type6_Anomaly,pure
26960,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,1922.0,Zeitschrift fuer Physik,0.1499,Type6_Anomaly,pure
28904,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,1948.0,Journal of the American Chemical Society,0.1636,Type6_Anomaly,pure
52276,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,1933.0,Zeitschrift fuer Physik,0.1761,Type6_Anomaly,pure
105548,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,1984.0,Transactions of the British Ceramic Society,0.1812,Type6_Anomaly,pure
109461,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,2002.0,Powder Diffraction,0.1825,Type6_Anomaly,pure
148358,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,2023.0,Dalton Transactions,0.1791,Type6_Anomaly,pure
148361,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,2023.0,Dalton Transactions,0.1796,Type6_Anomaly,pure
163625,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,2009.0,Journal of Materials Chemistry,0.1823,Type6_Anomaly,pure
197983,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.1812,Type6_Anomaly,pure
249178,O1 Sr1,O1 Sr1,F m -3 m,Failed,Ambient,Oxide,2006.0,"Chemical Communications (Cambridge, United Kingdom)",0.1575,Type6_Anomaly,pure
28681,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1951.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.4461,Type6_Anomaly,pure
60486,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1969.0,Journal of Physical Chemistry,0.5619,Type6_Anomaly,pure
77705,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1985.0,Journal of Physics and Chemistry of Solids,0.5409,Type6_Anomaly,pure
196919,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1954.0,Acta Chemica Scandinavica ,0.5059,Type6_Anomaly,pure
647609,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1969.0,"Annales de Chimie (Cachan, France)",0.4877,Type6_Anomaly,pure
647611,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1981.0,Inorganic Materials,0.5368,Type6_Anomaly,pure
647627,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1972.0,Physical Review  B: Solid State,0.5451,Type6_Anomaly,pure
647633,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1955.0,Transactions of the American Society for Metals,0.5059,Type6_Anomaly,pure
647635,O1 V1,O1 V1,F m -3 m,Failed,Ambient,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.5518,Type6_Anomaly,pure
77710,O1 Yb1,O1 Yb1,F m -3 m,Failed,Ambient,Oxide,,,0.1385,Type6_Anomaly,pure
38222,O1 Zn1,O1 Zn1,F m -3 m,Failed,Ambient,Oxide,1962.0,"Science (Washington, DC, United States)",0.0879,Type6_Anomaly,pure
57156,O1 Zn1,O1 Zn1,F m -3 m,Failed,Ambient,Oxide,1991.0,Materials Science Forum,0.0759,Type6_Anomaly,pure
190802,O1 Zn1,O1 Zn1,F m -3 m,Borderline,Ambient,Oxide,2014.0,Solid State Communications,0.0711,,pure
190803,O1 Zn1,O1 Zn1,F m -3 m,Borderline,Ambient,Oxide,2014.0,Solid State Communications,0.0711,,pure
190804,O1 Zn1,O1 Zn1,F m -3 m,Borderline,Ambient,Oxide,2014.0,Solid State Communications,0.0719,,pure
190805,O1 Zn1,O1 Zn1,F m -3 m,Borderline,Ambient,Oxide,2014.0,Solid State Communications,0.073,,pure
190806,O1 Zn1,O1 Zn1,F m -3 m,Failed,Ambient,Oxide,2014.0,Solid State Communications,0.0753,Type6_Anomaly,pure
190807,O1 Zn1,O1 Zn1,F m -3 m,Failed,Ambient,Oxide,2014.0,Solid State Communications,0.0775,Type6_Anomaly,pure
76019,O1 Zr1,O1 Zr1,F m -3 m,Failed,Ambient,Oxide,1954.0,Acta Chemica Scandinavica ,2.3335,Type6_Anomaly,pure
30240,Ba1 S1,Ba1 S1,F m -3 m,Validated,Ambient,Sulfide,1956.0,Zeitschrift fuer Kristallographie,0.0484,,pure
52690,Ba1 S1,Ba1 S1,F m -3 m,Validated,Ambient,Sulfide,1981.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0475,,pure
53942,Ba1 S1,Ba1 S1,F m -3 m,Validated,Ambient,Sulfide,1923.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.028,,pure
616052,Ba1 S1,Ba1 S1,F m -3 m,Validated,Ambient,Sulfide,1962.0,Bulletin de la Societe Chimique de France,0.0227,,pure
616053,Ba1 S1,Ba1 S1,F m -3 m,Validated,Ambient,Sulfide,,,0.0013,,pure
616056,Ba1 S1,Ba1 S1,F m -3 m,Validated,Ambient,Sulfide,1973.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0488,,pure
28902,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1948.0,Journal of the American Chemical Society,0.0405,,pure
30236,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1956.0,Zeitschrift fuer Kristallographie,0.0308,,pure
41956,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1994.0,Physical Review  B: Solid State,0.0329,,pure
52784,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1979.0,Journal of Physics and Chemistry of Solids,0.004,,pure
53940,Ca1 S1,Ca1 S1,F m -3 m,Failed,Ambient,Sulfide,1923.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.1308,Type6_Anomaly,pure
60200,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1927.0,Zeitschrift fuer Physikalische Chemie (Leipzig),0.0371,,pure
198081,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,,,0.0218,,pure
603165,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1993.0,Journal of the Electrochemical Society,0.0177,,pure
619527,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1962.0,Bulletin de la Societe Chimique de France,0.0149,,pure
619528,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,,,0.0177,,pure
619529,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1964.0,Current Science,0.0244,,pure
619530,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1970.0,Inorganic Materials,0.0136,,pure
619533,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1979.0,Journal of the American Ceramic Society,0.026,,pure
619534,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1970.0,"Journal of the Iron and Steel Institute, London",0.0456,,pure
619537,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1964.0,Russian Journal of Inorganic Chemistry,0.0254,,pure
619538,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,1973.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0232,,pure
619540,Ca1 S1,Ca1 S1,F m -3 m,Validated,Ambient,Sulfide,,,0.0413,,pure
620315,Cd1 S1,Cd1 S1,F m -3 m,Validated,Ambient,Sulfide,1979.0,Journal of Physics and Chemistry of Solids,0.0385,,pure
620316,Cd1 S1,Cd1 S1,F m -3 m,Validated,Ambient,Sulfide,1980.0,Journal of Solid State Chemistry,0.0188,,pure
620322,Cd1 S1,Cd1 S1,F m -3 m,Failed,Ambient,Sulfide,1968.0,Soviet Physics - Crystallography,0.3324,Type6_Anomaly,pure
53414,Er1 S1,Er1 S1,F m -3 m,Failed,Ambient,Sulfide,1974.0,"Proceedings of the Rare Earth Research Conference, 1974, 11th",0.8319,Type6_Anomaly,pure
106619,Er1 S1,Er1 S1,F m -3 m,Failed,Ambient,Sulfide,1978.0,Zhurnal Neorganicheskoi Khimii,0.7426,Type6_Anomaly,pure
631056,Er1 S1,Er1 S1,F m -3 m,Failed,Ambient,Sulfide,,,0.7663,Type6_Anomaly,pure
631063,Er1 S1,Er1 S1,F m -3 m,Failed,Ambient,Sulfide,,,0.7903,Type6_Anomaly,pure
30206,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1938.0,Zeitschrift fuer Kristallographie,0.0163,,pure
53439,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1974.0,"Izvestiya Akademii Nauk SSSR, Neorganicheskie Materialy",0.0138,,pure
113737,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,2021.0,"Angewandte Chemie, International Edition",0.0095,,pure
631588,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,,,0.0163,,pure
631589,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,,,0.0149,,pure
631591,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1970.0,Inorganic Materials,0.0287,,pure
631595,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1989.0,Inorganic Materials,0.0149,,pure
631599,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1973.0,Journal of the Less-Common Metals,0.0177,,pure
631600,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1977.0,Journal of Magnetism and Magnetic Materials,0.0143,,pure
631602,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1989.0,Materials Research Bulletin,0.0013,,pure
631603,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1986.0,Physical Review B: Condensed Matter and Materials Physics,0.0163,,pure
631605,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1984.0,Russian Journal of Inorganic Chemistry,0.0136,,pure
631606,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1939.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0343,,pure
631612,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1974.0,"Proceedings of the Rare Earth Research Conference, 1974, 11th",0.0177,,pure
631613,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1974.0,"Proceedings of the Rare Earth Research Conference, 1974, 11th",0.0191,,pure
631614,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,,,0.0163,,pure
657615,Eu1 S1,Eu1 S1,F m -3 m,Validated,Ambient,Sulfide,1992.0,Pramana,0.0177,,pure
28903,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1948.0,Journal of the American Chemical Society,0.0245,,pure
30241,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1956.0,Zeitschrift fuer Kristallographie,0.0403,,pure
44930,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1964.0,Zhurnal Neorganicheskoi Khimii,0.0355,,pure
53939,Mg1 S1,Mg1 S1,F m -3 m,Failed,Ambient,Sulfide,1923.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.1217,Type6_Anomaly,pure
64415,Mg1 S1,Mg1 S1,F m -3 m,Failed,Ambient,Sulfide,2023.0,Physica Status Solidi A: Applications and Materials Science,0.2784,Type6_Anomaly,pure
64422,Mg1 S1,Mg1 S1,F m -3 m,Failed,Ambient,Sulfide,2023.0,Physica Status Solidi A: Applications and Materials Science,0.1119,Type6_Anomaly,pure
603166,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1993.0,Journal of the Electrochemical Society,0.0359,,pure
642784,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1962.0,Bulletin de la Societe Chimique de France,0.0372,,pure
642786,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1979.0,Journal of Physics and Chemistry of Solids,0.0359,,pure
642787,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1980.0,Journal of Solid State Chemistry,0.0488,,pure
659124,Mg1 S1,Mg1 S1,F m -3 m,Validated,Ambient,Sulfide,1994.0,Journal of Physics and Chemistry of Solids,0.0372,,pure
18007,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1926.0,Zeitschrift fuer Kristallographie,0.0177,,pure
41331,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1993.0,Physics and Chemistry of Minerals,0.0456,,pure
76204,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1965.0,Acta Chemica Scandinavica ,0.0419,,pure
148200,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,2023.0,Chemistry of Materials,0.0411,,pure
148201,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,2023.0,Chemistry of Materials,0.046,,pure
148202,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,2023.0,Chemistry of Materials,0.0458,,pure
148203,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,2023.0,Chemistry of Materials,0.0498,,pure
148204,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,2023.0,Chemistry of Materials,0.0462,,pure
148205,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,2023.0,Chemistry of Materials,0.048,,pure
148206,Mn1 S1,Mn1 S1,F m -3 m,Borderline,Ambient,Sulfide,2023.0,Chemistry of Materials,0.0548,,pure
158647,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1991.0,Physics and Chemistry of Minerals,0.0392,,pure
603118,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1993.0,Soviet Physics - Solid State,0.047,,pure
643434,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1962.0,Bulletin de la Societe Chimique de France,0.0315,,pure
643435,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1969.0,High Temperature Science,0.0413,,pure
643436,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1968.0,Journal of the American Ceramic Society,0.0416,,pure
643437,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1979.0,Journal of the American Ceramic Society,0.0399,,pure
643438,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1968.0,"Journal of the Iron and Steel Institute, London",0.0498,,pure
643439,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1970.0,"Journal of the Iron and Steel Institute, London",0.0315,,pure
643443,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1978.0,Journal of Solid State Chemistry,0.0442,,pure
643445,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1985.0,Meiji Daigaku Kogakubu Kenkyu Hokoku,0.0456,,pure
643450,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1968.0,Transactions of the Metallurgical Society of AIME,0.0413,,pure
643451,Mn1 S1,Mn1 S1,F m -3 m,Validated,Ambient,Sulfide,1968.0,Transactions of the Metallurgical Society of AIME,0.0122,,pure
643453,Mn1 S1,Mn1 S1,F m -3 m,Borderline,Ambient,Sulfide,1938.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0584,,pure
643456,Mn1 S1,Mn1 S1,F m -3 m,Borderline,Ambient,Sulfide,1956.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0612,,pure
645839,Nd1 S0.89,Nd1 S0.89,F m -3 m,Failed,Ambient,Sulfide,1983.0,Physica Status Solidi A: Applied Research,0.4919,Type3_Vacancy,pure
29403,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1955.0,Gazzetta Chimica Italiana,0.4855,Type6_Anomaly,pure
76603,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1975.0,Solid State Communications,0.4787,Type6_Anomaly,pure
199549,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1977.0,Zhurnal Neorganicheskoi Khimii,0.4665,Type6_Anomaly,pure
645821,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1962.0,Bulletin de la Societe Chimique de France,0.4665,Type6_Anomaly,pure
645822,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1969.0,Bulletin de la Societe Chimique de France,0.5004,Type6_Anomaly,pure
645826,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,,,0.4813,Type6_Anomaly,pure
645831,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1980.0,Journal of Magnetism and Magnetic Materials,0.4686,Type6_Anomaly,pure
645837,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1963.0,Physics of Metals and Metallography,0.4898,Type6_Anomaly,pure
645840,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1984.0,Physica Status Solidi B: Basic Solid State Physics,0.4707,Type6_Anomaly,pure
645843,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1977.0,Russian Journal of Inorganic Chemistry,0.4665,Type6_Anomaly,pure
645849,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1984.0,Russian Journal of Inorganic Chemistry,0.4919,Type6_Anomaly,pure
645851,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,,,1.0399,Type6_Anomaly,pure
645852,Nd1 S1,Nd1 S1,F m -3 m,Failed,Ambient,Sulfide,1964.0,Soviet Physics - Crystallography,0.4375,Type6_Anomaly,pure
28900,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1948.0,Journal of the American Chemical Society,0.02,,pure
30239,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1956.0,Zeitschrift fuer Kristallographie,0.0357,,pure
52112,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1985.0,Physica Status Solidi A: Applied Research,0.0411,,pure
53941,S1 Sr1,S1 Sr1,F m -3 m,Failed,Ambient,Sulfide,1923.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.1493,Type6_Anomaly,pure
249177,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,2006.0,"Chemical Communications (Cambridge, United Kingdom)",0.0346,,pure
651056,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1962.0,Bulletin de la Societe Chimique de France,0.0359,,pure
651057,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,,,0.0359,,pure
651059,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1949.0,Journal of the Electrochemical Society,0.0346,,pure
651060,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1977.0,Journal of Magnetism and Magnetic Materials,0.0381,,pure
651061,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1979.0,Journal of Physics and Chemistry of Solids,0.0227,,pure
651062,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1980.0,Journal of Solid State Chemistry,0.0372,,pure
651068,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1973.0,Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE),0.0359,,pure
659132,S1 Sr1,S1 Sr1,F m -3 m,Validated,Ambient,Sulfide,1994.0,Journal of Crystal Growth,0.0424,,pure
199928,Br1 Rb1,Br1 Rb1,F m -3 m,Validated,Elevated,Bromide,1961.0,Acta Crystallographica,0.0276,,pure
199929,Br1 Rb1,Br1 Rb1,F m -3 m,Validated,Elevated,Bromide,1961.0,Acta Crystallographica,0.0348,,pure
199930,Br1 Rb1,Br1 Rb1,F m -3 m,Validated,Elevated,Bromide,1961.0,Acta Crystallographica,0.0393,,pure
199931,Br1 Rb1,Br1 Rb1,F m -3 m,Validated,Elevated,Bromide,1961.0,Acta Crystallographica,0.0495,,pure
240503,Cl1 K1,Cl1 K1,F m -3 m,Validated,Elevated,Chloride,2004.0,American Mineralogist,0.0921,,pure
240504,Cl1 K1,Cl1 K1,F m -3 m,Validated,Elevated,Chloride,2004.0,American Mineralogist,0.0724,,pure
240505,Cl1 K1,Cl1 K1,F m -3 m,Borderline,Elevated,Chloride,2004.0,American Mineralogist,0.1136,,pure
240506,Cl1 K1,Cl1 K1,F m -3 m,Borderline,Elevated,Chloride,2004.0,American Mineralogist,0.1492,,pure
240509,Cl1 K1,Cl1 K1,F m -3 m,Validated,Elevated,Chloride,2004.0,American Mineralogist,0.0383,,pure
240510,Cl1 K1,Cl1 K1,F m -3 m,Borderline,Elevated,Chloride,2004.0,American Mineralogist,0.1127,,pure
240599,Cl1 Na1,Cl1 Na1,F m -3 m,Validated,Elevated,Chloride,2004.0,American Mineralogist,0.036,,pure
240600,Cl1 Na1,Cl1 Na1,F m -3 m,Validated,Elevated,Chloride,2004.0,American Mineralogist,0.0768,,pure
199935,Cl1 Rb1,Cl1 Rb1,F m -3 m,Validated,Elevated,Chloride,1961.0,Acta Crystallographica,0.0328,,pure
199936,Cl1 Rb1,Cl1 Rb1,F m -3 m,Validated,Elevated,Chloride,1961.0,Acta Crystallographica,0.0259,,pure
199937,Cl1 Rb1,Cl1 Rb1,F m -3 m,Validated,Elevated,Chloride,1961.0,Acta Crystallographica,0.0004,,pure
199938,Cl1 Rb1,Cl1 Rb1,F m -3 m,Validated,Elevated,Chloride,1961.0,Acta Crystallographica,0.0044,,pure
56539,Ag1 Cl1,Ag1 Cl1,F m -3 m,Borderline,High_PT,Chloride,1999.0,Physical Review B: Condensed Matter and Materials Physics,0.1325,,pure
56540,Ag1 Cl1,Ag1 Cl1,F m -3 m,Failed,High_PT,Chloride,1999.0,Physical Review B: Condensed Matter and Materials Physics,0.2412,Type6_Anomaly,pure
240507,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.225,Type6_Anomaly,pure
240508,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.3221,Type6_Anomaly,pure
240511,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.1518,Type6_Anomaly,pure
240512,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.2168,Type6_Anomaly,pure
240513,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.3047,Type6_Anomaly,pure
240515,Cl1 K1,Cl1 K1,F m -3 m,Borderline,High_PT,Chloride,2004.0,American Mineralogist,0.1381,,pure
240516,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.2338,Type6_Anomaly,pure
240518,Cl1 K1,Cl1 K1,F m -3 m,Validated,High_PT,Chloride,2004.0,American Mineralogist,0.0326,,pure
240519,Cl1 K1,Cl1 K1,F m -3 m,Validated,High_PT,Chloride,2004.0,American Mineralogist,0.0884,,pure
240520,Cl1 K1,Cl1 K1,F m -3 m,Borderline,High_PT,Chloride,2004.0,American Mineralogist,0.1207,,pure
240521,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.2094,Type6_Anomaly,pure
240522,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.251,Type6_Anomaly,pure
240523,Cl1 K1,Cl1 K1,F m -3 m,Validated,High_PT,Chloride,2004.0,American Mineralogist,0.0755,,pure
240524,Cl1 K1,Cl1 K1,F m -3 m,Borderline,High_PT,Chloride,2004.0,American Mineralogist,0.111,,pure
240525,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.2001,Type6_Anomaly,pure
240526,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.2269,Type6_Anomaly,pure
240527,Cl1 K1,Cl1 K1,F m -3 m,Borderline,High_PT,Chloride,2004.0,American Mineralogist,0.127,,pure
240528,Cl1 K1,Cl1 K1,F m -3 m,Validated,High_PT,Chloride,2004.0,American Mineralogist,0.0767,,pure
240529,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.1917,Type6_Anomaly,pure
240530,Cl1 K1,Cl1 K1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.2013,Type6_Anomaly,pure
100633,Cl1 Na1,Cl1 Na1,F m -3 m,Failed,High_PT,Chloride,1978.0,American Mineralogist,0.2627,Type6_Anomaly,pure
149476,Cl1 Na1,Cl1 Na1,F m -3 m,Failed,High_PT,Chloride,2023.0,Journal of Geophysical Research: Solid Earth,0.4074,Type6_Anomaly,pure
240601,Cl1 Na1,Cl1 Na1,F m -3 m,Borderline,High_PT,Chloride,2004.0,American Mineralogist,0.1039,,pure
240602,Cl1 Na1,Cl1 Na1,F m -3 m,Borderline,High_PT,Chloride,2004.0,American Mineralogist,0.1336,,pure
240603,Cl1 Na1,Cl1 Na1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.1693,Type6_Anomaly,pure
240604,Cl1 Na1,Cl1 Na1,F m -3 m,Failed,High_PT,Chloride,2004.0,American Mineralogist,0.2005,Type6_Anomaly,pure
622369,Cl1 Na1,Cl1 Na1,F m -3 m,Failed,High_PT,Chloride,1973.0,"Journal of Applied Physics (Melville, NY, United States)",0.2821,Type6_Anomaly,pure
149660,Co1 O1,Co1 O1,F m -3 m,Failed,High_PT,Oxide,2024.0,Reaction Chemistry & Engineering,0.2496,Type6_Anomaly,pure
181021,Cu0.146 O1 Zn0.854,Cu0.146 O1 Zn0.854,F m -3 m,Validated,High_PT,Oxide,2011.0,Physica Status Solidi B: Basic Solid State Physics,0.0376,,homovalent
